0.531873 , 0.300744 , 0.862745 , 0.016528 , 0.022036 , 0.015836 , 0.022694 , 0.084978 , 0.143094
0.668327 , 0.099894 , 0.215686 , 0.052854 , 0.061453 , 0.028869 , 0.061174 , 0.356926 , 0.537938
0.232072 , 0.579171 , 0.705882 , 0.059180 , 0.064401 , 0.034586 , 0.065121 , 0.272417 , 0.302887
0.580677 , 0.178533 , 0.666667 , 0.033557 , 0.034295 , 0.026794 , 0.037000 , 0.312292 , 0.371959
0.680279 , 0.143464 , 0.019608 , 0.473863 , 0.499069 , 0.204658 , 0.404868 , 0.322037 , 0.424330
0.233068 , 0.471838 , 0.901961 , 0.063292 , 0.080074 , 0.031980 , 0.074659 , 0.144515 , 0.442062
0.603586 , 0.174283 , 0.686275 , 0.082193 , 0.096058 , 0.040304 , 0.100477 , 0.234769 , 0.629690
0.309761 , 0.654623 , 0.235294 , 0.085436 , 0.075574 , 0.044340 , 0.078770 , 0.359540 , 0.312990
0.456175 , 0.200850 , 0.411765 , 0.067220 , 0.068591 , 0.029793 , 0.069561 , 0.319113 , 0.675257
0.653386 , 0.202976 , 0.333333 , 0.078661 , 0.092489 , 0.037893 , 0.077454 , 0.191487 , 0.309279
0.620518 , 0.149841 , 0.666667 , 0.042230 , 0.043296 , 0.022394 , 0.045881 , 0.362209 , 0.569072
0.612550 , 0.166844 , 0.882353 , 0.096402 , 0.165580 , 0.116315 , 0.163131 , 0.139391 , 0.304949
0.240040 , 0.530287 , 0.627451 , 0.055173 , 0.052917 , 0.026290 , 0.049827 , 0.362829 , 0.504330
0.236056 , 0.490967 , 0.803922 , 0.066719 , 0.067039 , 0.026738 , 0.065285 , 0.334264 , 0.546185
0.619522 , 0.140276 , 0.705882 , 0.059497 , 0.065798 , 0.033073 , 0.067752 , 0.322796 , 0.384743
0.572709 , 0.163656 , 0.764706 , 0.022776 , 0.027933 , 0.011099 , 0.028778 , 0.442070 , 0.752576
0.388446 , 0.256111 , 0.176471 , 0.058126 , 0.099783 , 0.062474 , 0.089130 , 0.129315 , 0.172166
0.672311 , 0.148778 , 0.490196 , 0.077053 , 0.089075 , 0.053757 , 0.082223 , 0.185239 , 0.284743
0.204183 , 0.566419 , 0.176471 , 0.013207 , 0.018156 , 0.006306 , 0.016280 , 0.115212 , 0.278351
0.387450 , 0.460149 , 0.372549 , 0.033874 , 0.047952 , 0.026654 , 0.044072 , 0.057841 , 0.098971
0.618526 , 0.230606 , 0.627451 , 0.061816 , 0.071384 , 0.041453 , 0.061339 , 0.159963 , 0.160826
0.547809 , 0.174283 , 0.196078 , 0.154765 , 0.225636 , 0.086493 , 0.224305 , 0.210376 , 0.327423
0.515936 , 0.176408 , 0.764706 , 0.028496 , 0.049348 , 0.051571 , 0.057227 , 0.124674 , 0.189486
