"";"pred";"obs"
"1";0,467690467834473;0,425361
"2";0,684795498847961;0,808659
"3";0,289496183395386;0,22062
"4";0,4338099360466;0,429072
"5";0,339421033859253;0,290929
"6";0,839322566986084;1
"7";0,163879707455635;0,147012
"8";0,280744343996048;0,364949
"9";0,605863630771637;0,867834
"10";0,131742581725121;0,075672
"11";0,668948411941528;1
"12";0,520193934440613;0,56433
"13";0,210873693227768;0,2033
"14";0,716841638088226;0,724329
"15";0,770428895950317;0,71402
"16";0,439389079809189;0,418557
"17";0,995389401912689;1
"18";0,203437075018883;0,204331
"19";0,38850149512291;0,493814
"20";0,126850038766861;0,133197
"21";0,234278738498688;0,198146
"22";0,167307436466217;0,107218
"23";0,213273108005524;0,241238
"24";0,381781816482544;0,354846
"25";0,327642798423767;0,410928
"26";0,898716330528259;0,961854
"27";0,383568108081818;0,467423
"28";0,451797664165497;0,336289
"29";0,516446888446808;0,377114
"30";0,391474336385727;0,415877
"31";0,801750421524048;0,760617
"32";0,214318782091141;0,215259
"33";0,466521233320236;0,463711
"34";0,218276590108871;0,322269
"35";0,225247129797935;0,233816
"36";0,252967327833176;0,241238
"37";0,507063329219818;0,555876
"38";0,384602010250092;0,257321
"39";0,17009724676609;0,193197
"40";0,160021007061005;0,175259
"41";0,310029268264771;0,411547
"42";0,715303182601929;0,696906
"43";0,24685026705265;0,225774
"44";0,177969455718994;0,171135
"45";0,999914705753326;1
"46";0,77978378534317;0,76536
"47";0,999908089637756;1
"48";0,167305067181587;0,174022
"49";0,270116686820984;0,320207
"50";0,227454051375389;0,219176
"51";0,211041137576103;0,310516
"52";0,118673406541348;0,168867
"53";0,204516217112541;0,304125
"54";0,305915832519531;0,344537
"55";0,345671266317368;0,41732
"56";0,156081512570381;0,115053
"57";0,81838047504425;0,744329
"58";0,584084868431091;0,52701
"59";0,191514447331429;0,10495
"60";0,227708026766777;0,287217
"61";0,247436627745628;0,310104
"62";0,471327215433121;0,451959
"63";0,30925840139389;0,395877
"64";0,245500445365906;0,241444
"65";0,738024234771729;0,72103
"66";0,108250990509987;0,092167
"67";0,282139301300049;0,25629
"68";0,268636256456375;0,284743
"69";0,34143653512001;0,149486
"70";0,38288876414299;0,374021
"71";0,397851586341858;0,413196
"72";0,218612238764763;0,309279
"73";0,375794649124146;0,363918
"74";0,12374796718359;0,201032
"75";0,761331021785736;0,703092
"76";0,509268164634705;0,896906
"77";0,131671741604805;0,091342
"78";0,217286303639412;0,419382
"79";0,433017611503601;0,308661
"80";0,26235157251358;0,197733
"81";0,523114204406738;0,43299
"82";0,272635906934738;0,190311
"83";0,317883878946304;0,50701
"84";0,295405775308609;0,31897
"85";0,220698997378349;0,24062
"86";0,589841306209564;0,446804
"87";0,468058079481125;0,534433
"88";0,633950114250183;0,592783
"89";0,259386837482452;0,212166
"90";0,160445004701614;0,084538
"91";0,860335528850555;0,508247
"92";0,123101323843002;0,12763
"93";0,385102927684784;0,295877
"94";0,369865894317627;0,375052
"95";0,182329997420311;0,184744
"96";0,456244170665741;0,449485
"97";0,379449516534805;0,383712
"98";0,30943438410759;0,34165
"99";0,335493862628937;0,355052
"100";0,437932103872299;0,40433
"101";0,284805089235306;0,281857
"102";0,221132397651672;0,157321
"103";0,824429273605347;1
"104";0,401003807783127;0,387836
"105";0,353138595819473;0,413402
"106";0,348979860544205;0,293815
"107";0,23676498234272;0,262063
"108";0,259754836559296;0,384949
"109";0,322756201028824;0,326599
"110";0,182706758379936;0,214228
"111";0,662584483623505;0,521031
"112";0,341545313596725;0,439588
"113";0,320937961339951;0,350928
"114";0,138733983039856;0,140414
