0.620518 0.133900 0.686275 0.033083 0.031657 0.014771 0.034534 0.335871 0.487423
0.728088 0.006376 0.333333 0.125082 0.131130 0.084055 0.143233 0.235011 0.284331
0.484064 0.484591 0.450980 0.066693 0.085971 0.043751 0.083210 0.126619 0.159589
0.366534 0.293305 0.352941 0.040543 0.110801 0.050338 0.104259 0.013972 1.000000
0.620518 0.148778 0.666667 0.047740 0.048417 0.023039 0.051801 0.327485 0.636700
0.305777 0.577046 0.901961 0.061843 0.078523 0.040696 0.078605 0.079316 0.105156
0.733068 0.027630 0.647059 0.096349 0.083333 0.042322 0.092255 0.330395 0.372784
0.644422 0.130712 0.588235 0.067141 0.054935 0.029177 0.059365 0.446463 0.564536
0.192231 0.558980 1.000000 0.073679 0.106145 0.032316 0.106890 0.265327 1.000000
0.634462 0.131775 0.411765 0.112113 0.150528 0.081224 0.151126 0.190597 0.340619
0.213147 0.514346 0.529412 0.119046 0.089541 0.041649 0.091761 0.746038 1.000000
0.299801 0.653560 0.313725 0.051825 0.056331 0.027831 0.054267 0.220907 0.204743
0.386454 0.340064 0.156863 0.112429 0.121664 0.057793 0.113468 0.222783 0.304537
0.349602 0.293305 0.274510 0.054303 0.050590 0.021806 0.051801 0.305927 0.624123
0.641434 0.161530 0.549020 0.085620 0.080695 0.038650 0.084197 0.318071 0.419176
0.251992 0.500531 0.470588 0.105944 0.098231 0.060960 0.106726 0.321816 0.466392
0.221116 0.520723 0.803922 0.062950 0.071539 0.032036 0.076797 0.400767 0.788452
0.282869 0.640808 0.686275 0.016106 0.025605 0.011828 0.024009 0.117460 0.162476
0.242032 0.526036 0.176471 0.196099 0.246276 0.100003 0.240914 0.321678 0.367217
0.438247 0.680128 0.450980 0.057414 0.080074 0.021077 0.036507 0.143970 0.326599
0.243028 0.509033 0.529412 0.011915 0.022657 0.010174 0.022858 0.171405 0.355671
0.423307 0.390011 0.215686 0.038487 0.055090 0.047787 0.060187 0.069565 0.102476
0.407371 0.720510 0.450980 0.158429 0.190255 0.021778 0.058707 0.172715 0.220826
0.596614 0.164718 0.568627 0.061974 0.112818 0.038174 0.117908 0.108295 0.553196
0.485060 0.473964 0.294118 0.076499 0.085351 0.041033 0.083539 0.184391 0.199589
0.593625 0.163656 0.529412 0.021906 0.035537 0.009698 0.034369 0.177039 0.742267
0.468127 0.407014 0.058824 0.098142 0.121353 0.041341 0.098504 0.210252 0.274228
0.609562 0.145590 0.627451 0.017794 0.028088 0.027495 0.028449 0.144095 0.152373
0.640438 0.143464 0.333333 0.076262 0.075419 0.031195 0.070383 0.342871 0.793813
0.591633 0.184910 0.607843 0.067800 0.082247 0.073040 0.077454 0.224597 0.271547
0.190239 0.529224 0.294118 0.186503 0.182806 0.098069 0.188620 0.378753 0.680618
0.226096 0.802338 0.352941 0.068776 0.077902 0.033129 0.079263 0.128674 0.162888
0.757968 0.083953 0.313725 0.110399 0.146648 0.050422 0.110508 0.136171 0.295259
0.226096 0.540914 0.705882 0.047212 0.056331 0.042910 0.056734 0.216956 0.291960
0.668327 0.111583 0.058824 0.086253 0.059280 0.036688 0.063970 0.528351 0.686597
0.717131 0.162593 0.274510 0.048768 0.048883 0.025309 0.048841 0.334664 0.236702
0.714143 0.027630 0.176471 0.100672 0.097765 0.044900 0.099984 0.347961 0.416701
0.233068 0.464400 0.352941 0.018163 0.029485 0.008997 0.027298 0.181466 0.770102
0.673307 0.120085 0.549020 0.032187 0.033209 0.017657 0.033383 0.414780 0.545979
0.628486 0.151966 0.470588 0.077580 0.141682 0.064744 0.136655 0.142667 0.335052
0.334661 0.547290 0.470588 0.073046 0.059435 0.029625 0.062490 0.412332 0.380207
0.604582 0.159405 0.352941 0.012073 0.037244 0.024861 0.037494 0.076482 0.304125
0.598606 0.162593 1.000000 0.042678 0.043917 0.016396 0.044565 0.394643 1.000000
0.163347 0.629118 0.431373 0.084829 0.093420 0.036324 0.097024 0.236286 0.408866
0.500996 0.401700 0.666667 0.060999 0.059901 0.023711 0.061996 0.267700 0.151754
0.302789 0.656748 0.196078 0.060735 0.065022 0.036576 0.068574 0.237976 0.221032
0.716135 0.027630 0.705882 0.011072 0.012104 0.005830 0.012991 0.176729 0.298351
0.709163 0.021254 0.843137 0.036958 0.035382 0.014294 0.035520 0.253838 0.512990
0.295817 0.642933 0.686275 0.059338 0.067194 0.028448 0.069890 0.190322 0.172579
0.617530 0.162593 1.000000 0.052221 0.053228 0.024776 0.054267 0.192246 0.452371
0.608566 0.171095 0.372549 0.072018 0.101955 0.043695 0.099655 0.199356 0.554845
0.181275 0.566419 0.372549 0.047766 0.043606 0.018358 0.041441 0.517083 0.793813
0.609562 0.142402 0.666667 0.022143 0.031037 0.021301 0.030916 0.149791 0.195465
0.188247 0.556854 0.901961 0.044286 0.058659 0.023375 0.061503 0.329699 0.793813
0.323705 0.558980 0.666667 0.048794 0.051210 0.026766 0.055747 0.197094 0.276290
0.634462 0.138151 0.666667 0.025886 0.027623 0.018442 0.032560 0.315499 0.360001
0.531873 0.369819 0.313725 0.103150 0.114991 0.049469 0.112975 0.129315 0.133610
0.725100 0.027630 0.686275 0.053407 0.054004 0.022899 0.057721 0.240197 0.317320
0.589641 0.156217 0.784314 0.040200 0.043141 0.020825 0.046703 0.408498 0.889895
0.608566 0.157279 0.921569 0.014235 0.023122 0.015920 0.018582 0.093006 0.155878
0.454183 0.197662 0.372549 0.081771 0.064246 0.029653 0.062325 0.633688 1.000000
0.446215 0.451647 0.117647 0.050876 0.064867 0.028336 0.063805 0.178887 0.127218
0.303785 0.594049 0.431373 0.075445 0.078057 0.036296 0.081894 0.188301 0.240826
0.607570 0.153029 0.705882 0.039568 0.060677 0.052776 0.065779 0.142329 0.226805
0.482072 0.204038 0.529412 0.092369 0.087213 0.038090 0.079263 0.385588 1.000000
0.530876 0.182784 0.764706 0.039436 0.045158 0.019731 0.040783 0.227411 0.440619
0.213147 0.558980 1.000000 0.092711 0.110180 0.052692 0.115935 0.205942 0.354846
0.373506 0.325186 0.235294 0.117543 0.118405 0.050226 0.105081 0.274141 0.395671
0.240040 0.511158 0.333333 0.050613 0.086903 0.030634 0.089459 0.129060 0.472165
0.724104 0.006376 0.450980 0.050059 0.075885 0.037305 0.078112 0.120998 0.220414
0.231076 0.470776 0.980392 0.024305 0.035847 0.013593 0.037329 0.116998 0.452371
0.613546 0.154091 0.666667 0.030842 0.067505 0.048712 0.066930 0.135150 0.288042
0.604582 0.154091 0.882353 0.067879 0.108939 0.068472 0.112810 0.053454 0.171754
0.218127 0.552604 0.823529 0.040385 0.046400 0.023067 0.048347 0.244259 0.194640
0.720120 0.038257 0.235294 0.045894 0.056176 0.023852 0.057885 0.287362 0.254022
0.642430 0.141339 0.529412 0.060973 0.083333 0.038034 0.082717 0.171460 0.419794
0.331673 0.524973 0.490196 0.012258 0.014277 0.006755 0.013485 0.250666 0.355671
0.619522 0.130712 0.705882 0.115013 0.143544 0.046470 0.142575 0.331354 0.712783
0.613546 0.146652 0.686275 0.035693 0.048572 0.041089 0.049170 0.108867 0.257321
0.303785 0.592986 0.196078 0.047186 0.038951 0.021413 0.043085 0.495786 0.441856
0.539841 0.242295 0.137255 0.013339 0.017070 0.006334 0.013649 0.243673 0.233609
0.206175 0.564293 0.843137 0.026967 0.030571 0.014098 0.033383 0.084833 0.274022
0.664343 0.159405 0.509804 0.015078 0.015829 0.008913 0.016774 0.235224 0.353609
0.112550 0.850159 0.509804 0.041413 0.055866 0.023655 0.054103 0.096792 0.071342
0.303785 0.650372 0.607843 0.076789 0.076195 0.036128 0.074494 0.194404 0.210517
0.653386 0.167906 0.294118 0.063899 0.065953 0.036884 0.073179 0.297417 0.431959
0.462151 0.449522 0.196078 0.134704 0.214618 0.069621 0.204243 0.113529 0.125569
0.348606 0.526036 0.745098 0.074812 0.113594 0.072956 0.121033 0.099516 0.126599
0.199203 0.575983 0.647059 0.037591 0.051831 0.035567 0.052294 0.141115 0.162682
0.473108 0.428268 0.627451 0.050639 0.062384 0.033689 0.063805 0.091957 0.109899
0.531873 0.301807 0.843137 0.011388 0.016915 0.007596 0.013978 0.047896 0.087631
0.590637 0.144527 0.823529 0.036694 0.049659 0.015387 0.048512 0.376526 1.000000
0.274900 0.770457 0.372549 0.019533 0.026381 0.010987 0.027463 0.077592 0.151135
0.626494 0.163656 0.647059 0.031501 0.040192 0.026318 0.040125 0.201397 0.358970
0.216135 0.556854 0.960784 0.043232 0.049814 0.019900 0.046538 0.192997 0.300413
