"";"pred";"obs"
"1";0,999520003795624;1
"2";0,161600261926651;0,304125
"3";0,233871966600418;0,198558
"4";0,2215326577425;0,049074
"5";0,36856797337532;0,466804
"6";0,242308005690575;0,248867
"7";0,748441517353058;0,815463
"8";0,156602710485458;0,171548
"9";0,14115346968174;0,0866
"10";0,564596891403198;0,678762
"11";0,419904202222824;0,442268
"12";0,284810692071915;0,43299
"13";0,44718986749649;0,379794
"14";0,187248855829239;0,036084
"15";0,207721710205078;0,259382
"16";0,215416505932808;0,197115
"17";0,677035391330719;0,72371
"18";0,502632617950439;0,698144
"19";0,318769752979279;0,297114
"20";0,145582869648933;0,146599
"21";0,582178592681885;0,745978
"22";0,436476111412048;0,520206
"23";0,936762034893036;1
"24";0,446299612522125;0,521443
"25";0,470027089118958;0,403093
"26";0,192321226000786;0,11794
"27";0,517111241817474;0,568866
"28";0,551606476306915;0,533402
"29";0,205218076705933;0,161445
"30";0,999827980995178;1
"31";0,404097348451614;0,398145
"32";0,420100957155228;0,43732
"33";0,405975729227066;0,27897
"34";0,38677504658699;0,408866
"35";0,485637694597244;0,354434
"36";0,283528506755829;0,10062
"37";0,301927477121353;0,304125
"38";0,70097279548645;0,710721
"39";0,274976164102554;0,184744
"40";0,222047850489616;0,27629
"41";0,528585195541382;0,411959
"42";0,300804167985916;0,360207
"43";0,366606891155243;0,371753
"44";0,178245335817337;0,104538
"45";0,194986507296562;0,480619
"46";0,0872578620910645;0,075053
"47";0,342657595872879;0,264537
"48";0,237275749444962;0,325155
"49";0,79268616437912;1
"50";0,12498427927494;0,123301
"51";0,316922724246979;0,343712
"52";0,499455899000168;0,716494
"53";0,437816739082336;0,417938
"54";0,201826095581055;0,176909
"55";0,602420032024384;0,456495
"56";0,553681671619415;0,474639
"57";0,498084276914597;0,424536
"58";0,512151777744293;0,572577
"59";0,445240646600723;0,355258
"60";0,434959352016449;0,347423
"61";0,483867168426514;0,496701
"62";0,499409466981888;0,44866
"63";0,117756582796574;0,097115
"64";0,505759477615356;0,44165
"65";0,324982136487961;0,165568
"66";0,656260848045349;0,439794
"67";0,299687713384628;0,373403
"68";0,501450598239899;0,408454
"69";0,315253764390945;0,279795
"70";0,132471263408661;0,175671
"71";0,288405567407608;0,229073
"72";0,345081299543381;0,305774
"73";0,21402545273304;0,252578
"74";0,141801998019218;0,082682
"75";0,325176984071732;0,318145
"76";0,176378920674324;0,309279
"77";0,433676987886429;0,375052
"78";0,284745156764984;0,179795
"79";0,239006623625755;0,198146
"80";0,305209994316101;0,299176
"81";0,220287322998047;0,177115
"82";0,454553782939911;0,845359
"83";0,601341903209686;0,550928
"84";0,318802237510681;0,187218
"85";0,511681258678436;0,717731
"86";0,281827300786972;0,217527
"87";0,200059860944748;0,198558
"88";0,336803913116455;0,896906
"89";0,28293365240097;0,188249
"90";0,0764119252562523;0,098765
"91";0,250208824872971;0,197939
"92";0,157620623707771;0,09196
"93";0,203198373317719;0,2433
"94";0,999828517436981;1
"95";0,673890471458435;0,736082
"96";0,532663404941559;0,461237
"97";0,149223655462265;0,090311
"98";0,377146810293198;0,510309
"99";0,404435336589813;0,478144
"100";0,857734680175781;0,948452
"101";0,31930011510849;0,387011
"102";0,726268887519836;0,683092
"103";0,139158025383949;0,088455
"104";0,452084064483643;0,597938
"105";0,354593485593796;0,250516
"106";0,54124927520752;0,697113
"107";0,476510941982269;0,475464
"108";0,449689894914627;0,361032
"109";0,176356449723244;0,202475
"110";0,382802546024323;0,43299
"111";0,810750424861908;1
"112";0,765487909317017;0,727834
"113";0,588847160339355;0,545154
"114";0,408248037099838;0,414227
"115";0,243815958499908;0,224331
"116";0,130320459604263;0,0866
"117";0,428884506225586;0,312372
"118";0,218125566840172;0,231341
