0.642430 , 0.113709 , 0.352941 , 0.076315 , 0.063935 , 0.024020 , 0.060187 , 0.874050 , 1.000000
0.205179 , 0.612115 , 1.000000 , 0.003743 , 0.008225 , 0.002410 , 0.007729 , 0.035151 , 0.304125
0.301793 , 0.674814 , 0.156863 , 0.156188 , 0.196772 , 0.094341 , 0.193225 , 0.159963 , 0.198558
0.604582 , 0.157279 , 1.000000 , 0.007355 , 0.015829 , 0.013089 , 0.015622 , 0.099143 , 0.049074
0.578685 , 0.179596 , 0.549020 , 0.046158 , 0.052917 , 0.036856 , 0.054596 , 0.250003 , 0.466804
0.302789 , 0.651435 , 0.490196 , 0.036510 , 0.034916 , 0.022534 , 0.039961 , 0.252162 , 0.248867
0.656375 , 0.138151 , 0.274510 , 0.099170 , 0.078988 , 0.040500 , 0.076797 , 0.566371 , 0.815463
0.702191 , 0.204038 , 0.137255 , 0.164597 , 0.197393 , 0.108747 , 0.207696 , 0.158053 , 0.171548
0.406375 , 0.486716 , 0.686275 , 0.032081 , 0.039882 , 0.017826 , 0.040125 , 0.099757 , 0.086600
0.590637 , 0.158342 , 0.843137 , 0.023778 , 0.027157 , 0.009950 , 0.025818 , 0.196846 , 0.678762
0.445219 , 0.200850 , 0.254902 , 0.065111 , 0.106145 , 0.036128 , 0.101957 , 0.193287 , 0.442268
0.604582 , 0.161530 , 1.000000 , 0.033188 , 0.095438 , 0.064632 , 0.095379 , 0.077137 , 0.432990
0.578685 , 0.177471 , 0.607843 , 0.068301 , 0.087678 , 0.044648 , 0.089788 , 0.240597 , 0.379794
0.843625 , 0.041445 , 0.274510 , 0.005430 , 0.007449 , 0.001345 , 0.003124 , 0.242817 , 0.036084
0.615538 , 0.158342 , 0.784314 , 0.055279 , 0.082092 , 0.065080 , 0.086663 , 0.117102 , 0.259382
0.244024 , 0.581296 , 0.647059 , 0.099565 , 0.118715 , 0.065949 , 0.118566 , 0.207790 , 0.197115
0.630478 , 0.167906 , 0.705882 , 0.059259 , 0.055711 , 0.027635 , 0.053938 , 0.389905 , 0.723710
0.596614 , 0.137088 , 0.686275 , 0.043706 , 0.046400 , 0.026346 , 0.049170 , 0.324030 , 0.698144
0.723108 , 0.023379 , 0.588235 , 0.067616 , 0.096679 , 0.035091 , 0.095543 , 0.144205 , 0.297114
0.701195 , 0.170032 , 0.843137 , 0.039146 , 0.042210 , 0.027159 , 0.046045 , 0.188225 , 0.146599
0.627490 , 0.172157 , 0.686275 , 0.102966 , 0.113439 , 0.047227 , 0.119059 , 0.280175 , 0.745978
0.620518 , 0.150903 , 0.686275 , 0.037538 , 0.036313 , 0.019479 , 0.039303 , 0.300161 , 0.520206
0.589641 , 0.160468 , 1.000000 , 0.044576 , 0.044848 , 0.020292 , 0.049992 , 0.428380 , 1.000000
0.694223 , 0.143464 , 0.215686 , 0.104442 , 0.081161 , 0.047759 , 0.090117 , 0.321547 , 0.521443
0.591633 , 0.177471 , 0.666667 , 0.074549 , 0.080230 , 0.044116 , 0.086006 , 0.334485 , 0.403093
0.209163 , 0.770457 , 0.294118 , 0.056017 , 0.063780 , 0.030858 , 0.060516 , 0.175653 , 0.117940
0.457171 , 0.201913 , 0.529412 , 0.052274 , 0.090161 , 0.030522 , 0.089952 , 0.135874 , 0.568866
0.247012 , 0.517535 , 0.313725 , 0.097983 , 0.091092 , 0.058466 , 0.092090 , 0.433566 , 0.533402
0.704183 , 0.170032 , 0.764706 , 0.062264 , 0.067815 , 0.027047 , 0.068245 , 0.206252 , 0.161445
