0.250000 , 0.430393 , 0.647059 , 0.101489 , 0.113594 , 0.046470 , 0.114290 , 0.263927 , 0.425361
0.202191 , 0.531350 , 0.647059 , 0.096454 , 0.107232 , 0.044984 , 0.107713 , 0.315685 , 0.808659
0.724104 , 0.020191 , 0.686275 , 0.087755 , 0.099628 , 0.053253 , 0.102121 , 0.220514 , 0.220620
0.598606 , 0.175345 , 0.921569 , 0.021405 , 0.025450 , 0.013649 , 0.028778 , 0.182115 , 0.429072
0.711155 , 0.037194 , 0.254902 , 0.082035 , 0.119801 , 0.044536 , 0.127446 , 0.194321 , 0.290929
0.583665 , 0.155154 , 0.607843 , 0.089759 , 0.166046 , 0.040920 , 0.161980 , 0.174963 , 1.000000
0.717131 , 0.017003 , 1.000000 , 0.012021 , 0.022812 , 0.035875 , 0.027134 , 0.054234 , 0.147012
0.156375 , 0.635494 , 0.431373 , 0.066139 , 0.085040 , 0.029401 , 0.086499 , 0.137398 , 0.364949
0.193227 , 0.587673 , 0.372549 , 0.119520 , 0.109714 , 0.050702 , 0.115113 , 0.382298 , 0.867834
0.288845 , 0.647184 , 0.529412 , 0.032793 , 0.045624 , 0.024692 , 0.042263 , 0.064813 , 0.075672
0.706175 , 0.043571 , 0.411765 , 0.144510 , 0.190255 , 0.054486 , 0.166256 , 0.271555 , 1.000000
0.643426 , 0.144527 , 0.294118 , 0.037538 , 0.033364 , 0.018190 , 0.037000 , 0.415753 , 0.564330
0.309761 , 0.573858 , 0.078431 , 0.058785 , 0.075574 , 0.051963 , 0.071370 , 0.163487 , 0.203300
0.658367 , 0.143464 , 0.058824 , 1.000000 , 0.848852 , 0.451778 , 0.853149 , 0.482393 , 0.724329
0.590637 , 0.146652 , 0.470588 , 0.092764 , 0.132061 , 0.042630 , 0.125473 , 0.228183 , 0.714020
0.636454 , 0.133900 , 0.666667 , 0.039304 , 0.041279 , 0.022646 , 0.044565 , 0.327175 , 0.418557
0.664343 , 0.111583 , 0.137255 , 0.061289 , 0.040658 , 0.025113 , 0.038645 , 0.993159 , 1.000000
0.296813 , 0.645058 , 0.745098 , 0.021642 , 0.022502 , 0.009137 , 0.023516 , 0.178163 , 0.204331
0.601594 , 0.163656 , 0.568627 , 0.036589 , 0.070764 , 0.040836 , 0.069396 , 0.120157 , 0.493814
0.019920 , 0.855473 , 0.745098 , 0.031211 , 0.036778 , 0.015023 , 0.034698 , 0.109923 , 0.133197
0.218127 , 0.553666 , 0.843137 , 0.016212 , 0.020174 , 0.010510 , 0.022036 , 0.141853 , 0.198146
0.699203 , 0.161530 , 0.803922 , 0.013919 , 0.018932 , 0.010847 , 0.020227 , 0.037724 , 0.107218
0.290837 , 0.553666 , 0.647059 , 0.033689 , 0.041434 , 0.021049 , 0.048183 , 0.181611 , 0.241238
0.236056 , 0.611052 , 0.058824 , 0.231343 , 0.200186 , 0.112307 , 0.195198 , 0.340685 , 0.354846
0.715139 , 0.068013 , 0.470588 , 0.015658 , 0.017691 , 0.011856 , 0.022365 , 0.173942 , 0.410928
0.592629 , 0.143464 , 0.686275 , 0.061474 , 0.066574 , 0.028869 , 0.066765 , 0.422905 , 0.961854
0.709163 , 0.027630 , 0.529412 , 0.089021 , 0.142303 , 0.051739 , 0.139451 , 0.174439 , 0.467423
0.234064 , 0.513284 , 0.294118 , 0.037749 , 0.057573 , 0.022450 , 0.059201 , 0.221004 , 0.336289
0.634462 , 0.117960 , 0.411765 , 0.087861 , 0.116853 , 0.041957 , 0.118073 , 0.222866 , 0.377114
0.637450 , 0.137088 , 0.666667 , 0.029129 , 0.031968 , 0.017882 , 0.034369 , 0.314478 , 0.415877
0.226096 , 0.514346 , 0.686275 , 0.020561 , 0.020019 , 0.009670 , 0.020885 , 0.436415 , 0.760617
0.211155 , 0.556854 , 1.000000 , 0.025939 , 0.039882 , 0.028168 , 0.041769 , 0.067896 , 0.215259
0.188247 , 0.549416 , 0.862745 , 0.047371 , 0.060987 , 0.040164 , 0.063805 , 0.217245 , 0.463711
0.611554 , 0.151966 , 0.666667 , 0.049058 , 0.083178 , 0.063651 , 0.083703 , 0.110385 , 0.322269
0.662351 , 0.162593 , 0.627451 , 0.040859 , 0.044538 , 0.037081 , 0.049663 , 0.227376 , 0.233816
