"";"pred";"obs"
"1";0,662399768829346;0,425361
"2";0,691607177257538;0,808659
"3";0,286382019519806;0,22062
"4";0,351043194532394;0,429072
"5";0,35089784860611;0,290929
"6";0,755029320716858;1
"7";0,0354182533919811;0,147012
"8";0,293186068534851;0,364949
"9";0,606104254722595;0,867834
"10";0,154759585857391;0,075672
"11";0,613788664340973;1
"12";0,578142166137695;0,56433
"13";0,237866774201393;0,2033
"14";0,771887898445129;0,724329
"15";0,649573266506195;0,71402
"16";0,448310196399689;0,418557
"17";0,999254703521729;1
"18";0,189807489514351;0,204331
"19";0,356758236885071;0,493814
"20";0,0940775796771049;0,133197
"21";0,255269944667816;0,198146
"22";0,124317824840546;0,107218
"23";0,244449123740196;0,241238
"24";0,459127217531204;0,354846
"25";0,24688595533371;0,410928
"26";0,857547342777252;0,961854
"27";0,411546796560287;0,467423
"28";0,419617056846619;0,336289
"29";0,496874064207077;0,377114
"30";0,414001911878586;0,415877
"31";0,753694653511047;0,760617
"32";0,227130740880966;0,215259
"33";0,404665380716324;0,463711
"34";0,258634090423584;0,322269
"35";0,21802930533886;0,233816
"36";0,258638918399811;0,241238
"37";0,50787740945816;0,555876
"38";0,292580902576447;0,257321
"39";0,202484458684921;0,193197
"40";0,144242480397224;0,175259
"41";0,267932623624802;0,411547
"42";0,49357607960701;0,696906
"43";0,237159356474876;0,225774
"44";0,157707735896111;0,171135
"45";0,999997854232788;1
"46";0,667670905590057;0,76536
"47";0,999999284744263;1
"48";0,20719113945961;0,174022
"49";0,287678867578506;0,320207
"50";0,225642323493958;0,219176
"51";0,227715447545052;0,310516
"52";0,103999942541122;0,168867
"53";0,285257905721664;0,304125
"54";0,194774627685547;0,344537
"55";0,331818491220474;0,41732
"56";0,185338482260704;0,115053
"57";0,657114386558533;0,744329
"58";0,598008990287781;0,52701
"59";0,135936126112938;0,10495
"60";0,205909535288811;0,287217
"61";0,29207643866539;0,310104
"62";0,449905514717102;0,451959
"63";0,313666611909866;0,395877
"64";0,220023468136787;0,241444
"65";0,664857506752014;0,72103
"66";0,13167579472065;0,092167
"67";0,225840523838997;0,25629
"68";0,237473696470261;0,284743
"69";0,423536539077759;0,149486
"70";0,393533647060394;0,374021
"71";0,457993537187576;0,413196
"72";0,21489392220974;0,309279
"73";0,396299690008163;0,363918
"74";0,0798305496573448;0,201032
"75";0,830535709857941;0,703092
"76";0,482443273067474;0,896906
"77";0,119442790746689;0,091342
"78";0,290643841028214;0,419382
"79";0,442429065704346;0,308661
"80";0,213236019015312;0,197733
"81";0,531702756881714;0,43299
"82";0,318123787641525;0,190311
"83";0,314009010791779;0,50701
"84";0,255886495113373;0,31897
"85";0,209895595908165;0,24062
"86";0,562248587608337;0,446804
"87";0,447582364082336;0,534433
"88";0,667522847652435;0,592783
"89";0,289147794246674;0,212166
"90";0,136046946048737;0,084538
"91";0,728227019309998;0,508247
"92";0,118634954094887;0,12763
"93";0,341389209032059;0,295877
"94";0,391542196273804;0,375052
"95";0,21440190076828;0,184744
"96";0,514161646366119;0,449485
"97";0,409969449043274;0,383712
"98";0,36079466342926;0,34165
"99";0,28929403424263;0,355052
"100";0,418921560049057;0,40433
"101";0,238219231367111;0,281857
"102";0,183425575494766;0,157321
"103";0,791498899459839;1
"104";0,315924286842346;0,387836
"105";0,422536820173264;0,413402
"106";0,275380194187164;0,293815
"107";0,232522219419479;0,262063
"108";0,263078987598419;0,384949
"109";0,268210232257843;0,326599
"110";0,209565311670303;0,214228
"111";0,659724712371826;0,521031
"112";0,377734512090683;0,439588
"113";0,315362066030502;0,350928
"114";0,12538281083107;0,140414
"115";0,161137744784355;0,160414
"116";0,332560300827026;0,284743
"117";0,217296242713928;0,160826
"118";0,405302584171295;0,369279
"119";0,999988257884979;1
"120";0,70526385307312;0,666803
"121";0,349960207939148;0,303506
"122";0,139262512326241;0,05361
"123";0,188772365450859;0,163713
"124";0,403754979372025;0,463093
"125";0,415351659059525;0,37464
"126";0,221593305468559;0,217115
"127";0,414596647024155;0,444742
"128";0,480782687664032;0,639175
"129";0,464916825294495;0,5
"130";0,446428298950195;0,690721
"131";0,421090751886368;0,263094
"132";0,570043563842773;0,781442
"133";0,328609645366669;0,400207
"134";0,293716371059418;0,419176
"135";0,368555337190628;0,663504
"136";0,492781311273575;0,471753
"137";0,746665418148041;0,753401
"138";0,67423152923584;0,374021
"139";0,25520732998848;0,375052
"140";0,51307076215744;0,59402
"141";0,438384741544724;0,386186
"142";0,303453654050827;0,26062
"143";0,299847573041916;0,273815
"144";0,427785813808441;0,317527
"145";0,338400483131409;0,221444
"146";0,341460525989532;0,418145
"147";0,399271011352539;0,526804
"148";0,945244669914246;0,997318
"149";0,352024912834167;0,346186
"150";0,354540824890137;0,372165
"151";0,548689424991608;0,737525
"152";0,330101758241653;0,25897
"153";0,627849042415619;0,618969
"154";0,129063278436661;0,113816
"155";0,276533842086792;0,235465
"156";0,182178378105164;0,19361
"157";0,401413768529892;0,284125
"158";0,316412419080734;0,300826
"159";0,629248797893524;0,553196
"160";0,0734452679753304;0,060827
"161";0,232390940189362;0,171754
"162";0,464623838663101;0,652164
"163";0,405198186635971;0,448041
"164";0,308638781309128;0,222475
"165";0,652910590171814;0,917524
"166";0,269456893205643;0,216496
"167";0,223664402961731;0,397526
"168";0,390201568603516;0,589897
"169";0,173631474375725;0,134022
"170";0,344231367111206;0,251547
"171";0,259258210659027;0,197321
"172";0,0520723164081573;0,044744
"173";0,379853188991547;0,43031
"174";0,302156358957291;0,222063
"175";0,163478955626488;0,119383
"176";0,122435577213764;0,079177
"177";0,411390542984009;0,398351
"178";0,407852798700333;0,33897
"179";0,0820626839995384;0,1433
"180";0,99716180562973;1
"181";0,193436831235886;0,160414
"182";0,334096819162369;0,381031
"183";0,0993325486779213;0,090105
"184";0,616963505744934;0,550103
"185";0,0932673290371895;0,105569
"186";0,499530971050262;0,494227
"187";0,234058111906052;0,20928
"188";0,493683964014053;0,553196
"189";0,556284308433533;0,425361
"190";0,4920274913311;0,394227
"191";0,154278233647346;0,155672
"192";0,444776773452759;0,316289
"193";0,254955440759659;0,216702
"194";0,296948730945587;0,282887
"195";0,563644409179688;0,440825
"196";0,417389512062073;0,270516
"197";0,342479676008224;0,350722
"198";0,349187254905701;0,303712
"199";0,379407405853271;0,351753
"200";0,568432629108429;0,447835
"201";0,653135061264038;0,429072
"202";0,511565864086151;0,56701
"203";0,517154455184937;0,546185
"204";0,178499191999435;0,134434
"205";0,326785832643509;0,299382
"206";0,146383613348007;0,191341
"207";0,307718455791473;0,303094
"208";0,338439285755157;0,478763
"209";0,75917774438858;0,237114
"210";0,380308866500854;0,420207
"211";0,529748380184174;0,42433
"212";0,341785252094269;0,228455
"213";0,314677208662033;0,391959
"214";0,373308658599854;0,299176
"215";0,337884545326233;0,304125
"216";0,323897570371628;0,206187
"217";0,313691645860672;0,410516
"218";0,299275755882263;0,201032
"219";0,265217870473862;0,165981
"220";0,342087954282761;0,340413
"221";0,617900252342224;0,520825
"222";0,159110322594643;0,164125
"223";0,307444632053375;0,384124
"224";0,207842707633972;0,170723
"225";0,30246976017952;0,378557
"226";0,325924783945084;0,237939
"227";0,268137782812119;0,297733
"228";0,666324019432068;0,576907
"229";0,467759996652603;0,256702
"230";0,506743550300598;0,52268
"231";0,356560468673706;0,295052
"232";0,256088018417358;0,210104
"233";0,232033282518387;0,326599
"234";0,524807810783386;0,375052
"235";0,999998390674591;1
"236";0,107760183513165;0,020621
"237";0,442694753408432;0,527423
"238";0,499964654445648;0,540618
"239";0,108971148729324;0,178352
"240";0,480048954486847;0,44165
"241";0,333015084266663;0,322269
"242";0,434448510408401;0,492371
"243";0,762157797813416;1
"244";0,260241448879242;0,189692
"245";0,487049251794815;0,632164
"246";0,421244651079178;0,36433
"247";0,594469428062439;0,492371
"248";0,789620757102966;0,56
"249";0,313256025314331;0,304125
"250";0,343435853719711;0,381444
"251";0,236438751220703;0,266599
"252";0,310326278209686;0,265568
